Latitude	Longitude	Altitude	Time	Cond.1[mS/m]	Inph.1[ppt]	Cond.2[mS/m]	Inph.2[ppt]	Cond.3[mS/m]	Inph.3[ppt]	Inv.Cond.1[mS/m]	Inv.Cond.2[mS/m]	Inv.Thick [m]	Inv.RMS[%]	Note
49.88199097	5.283894507	449.444	10:34.9	1.05	2.71	9.94	2.9	11.99	3.98	-1	-1	-1	-1	
49.88198782	5.283889885	449.44	10:35.4	2.16	2.63	10.57	2.96	12.66	4.36	-1	-1	-1	-1	
49.88198611	5.283883267	449.442	10:35.8	2.2	2.62	11.07	2.92	12.99	4.48	-1	-1	-1	-1	
49.88198429	5.283878088	449.447	10:36.4	1.41	2.66	10.94	2.93	13.07	4.51	-1	-1	-1	-1	
49.88198132	5.283872757	449.53	10:36.9	1.42	2.65	10.99	2.98	13.18	4.7	-1	-1	-1	-1	
49.88197955	5.283866158	449.487	10:37.3	2.49	2.57	11.37	3.23	13.57	5.03	-1	-1	-1	-1	
49.88197678	5.283860317	449.484	10:37.9	4.14	2.49	11.86	3.35	14	5.2	1.41	26.59	0.9	21.1	
49.88197433	5.283854613	449.573	10:38.3	1.59	2.6	11.68	2.94	13.94	5	-1	-1	-1	-1	
49.88197278	5.28384744	449.581	10:38.8	1.42	2.62	11.56	2.94	14.05	4.77	-1	-1	-1	-1	
49.88196921	5.283842037	449.608	10:39.4	3.96	2.46	11.66	3.48	14.25	5.11	0.24	20.63	0.6	13.5	
49.88196709	5.283835208	449.576	10:39.8	3.88	2.52	12.01	3.29	14.26	5.08	0.24	20.64	0.6	15.1	
49.88196431	5.28382779	449.614	10:40.4	3.4	2.53	11.74	3.32	14.29	5.29	0.12	23.2	0.7	22.9	
49.88196155	5.283821693	449.635	10:40.9	2.7	2.5	11.79	3.28	14.44	5.3	0.17	25.6	0.8	28.2	
49.88195969	5.283814247	449.627	10:41.3	3.19	2.48	11.99	3.22	14.45	5	0.17	24.07	0.7	22	
49.88195583	5.283808155	449.707	10:41.8	3.48	2.44	11.57	3.6	14.1	5.39	0.24	21.59	0.7	17.6	
49.88195351	5.283801167	449.7	10:42.4	2.72	2.5	11.46	3.22	13.72	5.23	0.11	23.53	0.8	26.7	
49.88195003	5.283795012	449.721	10:42.8	2.69	2.5	11.51	3.27	13.99	5.24	0.12	24	0.8	27.4	
49.88194704	5.283789192	449.789	10:43.3	2.82	2.49	11.52	3.27	13.67	5.34	0.11	23.45	0.8	27.6	
49.88194523	5.2837832	449.81	10:43.9	1.95	2.55	11.2	3.04	13.41	4.9	-1	-1	-1	-1	
49.88194198	5.283777635	449.84	10:44.3	2.62	2.51	10.97	3.32	12.92	5.28	0.65	23.24	0.8	29.7	
49.88193989	5.283770382	449.808	10:44.9	2.43	2.53	10.77	3.23	12.67	5.27	-1	-1	-1	-1	
49.88193705	5.283763848	449.825	10:45.4	1.89	2.54	10.46	3.24	12.81	5.11	-1	-1	-1	-1	
49.88193453	5.283757963	449.824	10:45.8	1.54	2.58	10.58	3.04	12.87	4.59	-1	-1	-1	-1	
49.88193235	5.283750935	449.827	10:46.4	1.86	2.57	10.55	3.07	12.59	4.49	-1	-1	-1	-1	
49.8819291	5.283745348	449.84	10:46.9	1.92	2.56	10.51	3.19	12.57	4.75	-1	-1	-1	-1	
49.88192704	5.28373855	449.817	10:47.3	1.64	2.6	10.52	3.11	12.7	4.69	-1	-1	-1	-1	
49.88192429	5.28373267	449.778	10:47.8	1.09	2.62	10.41	3.08	12.85	4.5	-1	-1	-1	-1	
49.8819212	5.28372626	449.792	10:48.4	1.06	2.63	10.69	3.08	12.96	4.72	-1	-1	-1	-1	
49.88191946	5.283719325	449.779	10:48.8	-0.59	2.76	9.86	2.83	12.49	4.35	-1	-1	-1	-1	
49.88191627	5.283713605	449.795	10:49.4	1.19	2.71	10.27	3.06	12.46	4.2	-1	-1	-1	-1	
49.88191443	5.283706993	449.805	10:49.9	3.59	2.61	10.54	3.4	12.51	4.39	0.21	18.11	0.6	13.6	
49.88191225	5.283700678	449.82	10:50.3	2.16	2.61	10.42	3.38	12.67	4.49	-1	-1	-1	-1	
49.88190982	5.283693903	449.831	10:50.9	1.5	2.61	10.4	3.37	12.54	4.66	-1	-1	-1	-1	
49.88190808	5.28368654	449.846	10:51.4	0.45	2.69	9.93	3.15	12.15	4.55	-1	-1	-1	-1	
49.88190463	5.283681308	449.841	10:51.8	1.46	2.64	9.79	3.38	12.01	4.66	-1	-1	-1	-1	
49.88190285	5.283676042	449.809	10:52.4	2	2.62	9.76	3.29	11.86	4.53	-1	-1	-1	-1	
49.88190104	5.283669893	449.848	10:52.8	1.14	2.63	9.48	3.17	11.68	4.33	-1	-1	-1	-1	
49.88189711	5.283663003	449.857	10:53.3	1.29	2.6	9.81	3.29	11.8	4.6	-1	-1	-1	-1	
49.88189525	5.283656212	449.809	10:53.9	0.89	2.62	9.64	3.15	11.65	4.45	-1	-1	-1	-1	
49.88189156	5.283650388	449.796	10:54.3	1.26	2.59	9.69	3.23	11.71	4.65	-1	-1	-1	-1	
49.88188925	5.283644535	449.769	10:54.8	0.38	2.66	9.72	3	11.79	4.48	-1	-1	-1	-1	
49.88188763	5.28363955	449.769	10:55.4	1.14	2.63	9.82	3.08	11.87	4.43	-1	-1	-1	-1	
49.88188411	5.2836335	449.726	10:55.8	2.22	2.53	10.46	3.27	12.3	4.8	-1	-1	-1	-1	
49.88188186	5.283624657	449.727	10:56.3	2.04	2.55	10.85	3.13	12.72	4.69	-1	-1	-1	-1	
49.88187888	5.283617633	449.733	10:56.9	1.54	2.58	10.98	3.09	12.66	4.67	-1	-1	-1	-1	
49.88187666	5.283611915	449.772	10:57.3	1.78	2.59	10.96	2.98	12.34	4.43	-1	-1	-1	-1	
49.88187524	5.283605583	449.818	10:57.8	0.88	2.65	10.47	2.83	12.13	4.06	-1	-1	-1	-1	
49.8818727	5.283601057	449.782	10:58.4	1.81	2.59	10.89	3.08	12.69	4.63	-1	-1	-1	-1	
49.88186982	5.283593673	449.777	10:58.8	2.64	2.54	11.42	3.25	13.26	5	0.67	23.85	0.8	30	
49.8818669	5.283587742	449.801	10:59.4	1.85	2.57	11.61	3.02	13.42	4.79	-1	-1	-1	-1	
49.88186358	5.283580927	449.801	10:59.9	1.98	2.56	11.62	3.04	13.48	4.76	-1	-1	-1	-1	
49.8818609	5.283573495	449.828	11:00.3	2.1	2.56	11.6	3.02	13.38	4.71	-1	-1	-1	-1	
49.88185737	5.283568193	449.822	11:00.8	2.36	2.53	11.71	3.18	13.55	4.9	-1	-1	-1	-1	
49.88185539	5.283560737	449.791	11:01.4	1.9	2.59	11.43	3.01	13.52	4.74	-1	-1	-1	-1	
49.88185213	5.283554387	449.784	11:01.8	2.43	2.54	11.63	3.08	13.64	4.74	-1	-1	-1	-1	
49.88184935	5.283548527	449.801	11:02.3	2.52	2.53	12.11	3.06	13.86	4.83	-1	-1	-1	-1	
49.88184728	5.283542652	449.798	11:02.9	2.39	2.55	12.31	2.93	13.83	4.63	-1	-1	-1	-1	
49.88184352	5.283537067	449.773	11:03.3	3.39	2.49	12.4	3.21	14.13	4.92	0.83	23.65	0.8	23.1	
49.8818412	5.283528942	449.744	11:03.8	4.29	2.43	12.9	3.42	14.74	5.12	1.57	26.74	0.8	20.4	
49.88183769	5.283522355	449.704	11:04.4	3.82	2.45	13.22	3.36	15.08	5.24	1.16	25.21	0.7	23.4	
49.88183467	5.283515202	449.668	11:04.8	4.75	2.42	13.9	3.56	15.61	5.49	1.11	21.19	0.5	16.9	
49.88183243	5.283509043	449.689	11:05.4	3.82	2.46	13.8	3.15	15.18	4.95	1.17	25.38	0.7	23.4	
49.88182887	5.283503048	449.7	11:05.9	4.39	2.43	13.67	3.45	14.98	5.37	1.6	27.17	0.8	20.7	
49.88182722	5.283495587	449.673	11:06.3	3.39	2.5	13.49	3.12	14.96	5.03	0.8	24.74	0.7	27.4	
49.88182372	5.283490103	449.711	11:06.8	4.08	2.46	13.56	3.31	14.82	5.14	1.58	26.88	0.8	20.6	
49.88182149	5.283482948	449.674	11:07.4	3.94	2.52	13.31	3.23	14.51	5.16	1.55	26.32	0.8	21.3	
49.88181829	5.283477057	449.664	11:07.8	4.04	2.46	12.84	3.2	14.29	4.7	1.43	27.14	0.9	18.2	
49.88181471	5.283471983	449.661	11:08.3	4.5	2.43	13.31	3.33	14.6	5.09	1.04	19.82	0.5	17.6	
49.8818126	5.283465687	449.65	11:08.9	3.04	2.53	12.82	3.1	14.66	4.92	0.78	24.25	0.7	30.3	
49.88180894	5.283459522	449.614	11:09.3	2.79	2.52	12.64	3.19	14.45	5.06	-1	-1	-1	-1	
49.88180695	5.283452188	449.614	11:09.8	3.27	2.5	12.38	3.14	13.92	4.77	0.7	25.04	0.8	26.4	
49.88180418	5.283446268	449.619	11:10.4	3.19	2.49	12.15	3.16	13.53	4.65	0.68	24.34	0.8	26.5	
49.88180162	5.283439603	449.644	11:10.8	2.92	2.5	12.31	3.16	13.72	4.93	0.69	24.68	0.8	26.8	
49.88179932	5.28343275	449.646	11:11.4	2.57	2.54	12.25	3.14	13.66	5	-1	-1	-1	-1	
49.88179616	5.283427878	449.66	11:11.8	3.52	2.46	11.93	3.42	13.58	5.34	0.8	22.72	0.8	22.1	
49.88179298	5.283419367	449.63	11:12.3	3.51	2.47	12.36	3.22	13.6	5.05	0.8	22.76	0.8	22.1	
49.88178861	5.283414562	449.615	11:12.9	3.72	2.44	12.02	3.27	13.46	4.97	1.35	25.56	0.9	18.5	
49.88178603	5.28340929	449.597	11:13.3	3.72	2.44	12.3	3.21	13.43	4.93	1.35	25.51	0.9	19.2	
49.88178224	5.28340149	449.567	11:13.8	2.27	2.52	12.01	3.02	13.29	4.67	-1	-1	-1	-1	
49.88177879	5.283396245	449.61	11:14.3	3.01	2.5	12.11	3.24	13.41	5.14	0.67	24.12	0.8	25.1	
49.88177741	5.283390692	449.619	11:14.8	3.85	2.48	12.4	3.25	13.85	4.97	1.39	26.31	0.9	18.5	
49.88177389	5.283383642	449.656	11:15.3	3.12	2.49	12.41	3.17	13.72	4.91	0.69	24.68	0.8	25.6	
49.88177195	5.283377582	449.639	11:15.8	1.75	2.58	11.73	2.9	13.16	4.41	-1	-1	-1	-1	
49.88177071	5.28337317	449.661	11:16.3	1.15	2.63	11.25	2.85	12.74	4.12	-1	-1	-1	-1	
49.88176655	5.283367977	449.628	11:16.8	2.05	2.6	11.68	3.03	12.97	4.56	-1	-1	-1	-1	
49.88176461	5.28336314	449.666	11:17.3	2.1	2.6	11.81	3.06	13.26	4.79	-1	-1	-1	-1	
49.88176362	5.283358123	449.673	11:17.8	1.36	2.63	11.61	2.96	13.28	4.55	-1	-1	-1	-1	
49.88175976	5.283353342	449.679	11:18.3	2.47	2.57	11.87	3.17	13.4	4.92	-1	-1	-1	-1	
49.88175833	5.283348027	449.6	11:18.9	2.03	2.62	11.85	3.06	13.38	4.81	-1	-1	-1	-1	
49.88175685	5.283343552	449.635	11:19.3	1.79	2.64	11.64	3.06	13.29	4.72	-1	-1	-1	-1	
49.88175334	5.28333669	449.648	11:19.8	2.37	2.58	12.02	3.23	13.78	4.99	-1	-1	-1	-1	
49.88175176	5.283329587	449.577	11:20.4	2.68	2.6	12.34	3.11	14.37	4.82	-1	-1	-1	-1	
49.88174983	5.283324498	449.585	11:20.8	2.04	2.62	12.5	3.14	14.48	4.87	-1	-1	-1	-1	
49.88174716	5.283316348	449.596	11:21.3	1.71	2.66	12.24	3.09	13.97	4.88	-1	-1	-1	-1	
49.88174497	5.283309452	449.594	11:21.8	2.86	2.63	12.45	3.26	14.24	4.82	0.71	25.62	0.8	29.5	
49.88174232	5.283304137	449.652	11:22.3	2.67	2.6	12.77	3.35	14.64	4.99	-1	-1	-1	-1	
49.88174042	5.28329483	449.645	11:22.8	0.33	2.76	11.74	2.92	14.33	4.57	-1	-1	-1	-1	
49.88173668	5.28328854	449.653	11:23.3	3.92	2.62	12.83	3.52	14.77	4.89	1.14	24.69	0.7	25.4	
49.88173476	5.283283117	449.678	11:23.8	5.48	2.59	13.75	3.55	15.48	4.85	1.38	20.37	0.5	11.8	
49.88173152	5.283275027	449.683	11:24.3	4.5	2.57	14.33	3.55	16.05	5.07	1.71	29.12	0.8	18.6	
49.88172808	5.283268848	449.695	11:24.8	4.54	2.56	14.61	3.71	16.03	5.33	1.71	29.08	0.8	19.1	
49.88172625	5.283262492	449.673	11:25.3	5.46	2.57	14.88	3.75	16.37	5.21	1.16	22.22	0.5	17.4	
49.88172173	5.283255182	449.676	11:25.8	6.23	2.57	15.84	3.99	17.49	5.34	1.56	23.02	0.5	11.8	
49.88171918	5.283247473	449.668	11:26.3	6.29	2.56	16.5	3.7	18.29	5.28	1.63	24.07	0.5	13	
49.88171657	5.283241947	449.695	11:26.8	5.3	2.57	16.97	3.64	19.24	5.26	2.05	34.9	0.8	20	
49.88171272	5.28323416	449.71	11:27.3	4.97	2.6	17.46	3.53	19.24	5.34	1.48	32.17	0.7	24.1	
49.88171043	5.28322706	449.726	11:27.8	5.28	2.6	17.59	3.52	18.9	5.41	2.02	34.29	0.8	20.4	
49.88170758	5.283221542	449.725	11:28.3	6.71	2.57	18.24	3.86	19.28	5.76	1.49	23.89	0.4	19.4	
49.88170533	5.283212603	449.724	11:28.8	6.71	2.59	17.88	3.64	19.11	5.52	1.7	25.15	0.5	13.7	
49.88170175	5.283206273	449.718	11:29.3	5.56	2.61	17.69	3.61	19.17	5.51	2.05	34.78	0.8	20.7	
49.88169904	5.283201703	449.752	11:29.8	5.73	2.61	17.46	3.55	19	5.24	1.35	25.79	0.5	18.4	
49.88169514	5.283193882	449.731	11:30.3	4.69	2.65	16.85	3.36	18.47	5.1	1.42	30.88	0.7	23.5	
49.88169182	5.283187077	449.683	11:30.8	5.41	2.65	16.79	3.59	18.23	5.39	1.95	33.07	0.8	21.1	
49.88168996	5.283181513	449.738	11:31.3	4.85	2.65	16.17	3.44	17.77	5.15	1.9	32.24	0.8	20.2	
49.88168599	5.283174028	449.742	11:31.8	4.46	2.64	15.52	3.42	17.16	5.09	1.32	28.69	0.7	23.6	
49.88168395	5.283165967	449.71	11:32.4	3.58	2.67	14.61	3.31	16.79	4.92	0.9	27.77	0.7	28.6	
49.88168126	5.283160975	449.716	11:32.8	3.96	2.64	14.41	3.5	16.86	5.12	0.9	27.89	0.7	28.9	
49.88167822	5.283152493	449.707	11:33.3	3.99	2.65	14.2	3.44	16.34	4.97	1.26	27.32	0.7	24.1	
49.88167493	5.283145908	449.684	11:33.8	3.79	2.64	13.92	3.52	16.02	4.93	0.85	26.5	0.7	28.8	
49.88167215	5.283140975	449.732	11:34.3	3.8	2.65	14.01	3.5	16.17	5.01	0.86	26.75	0.7	28.7	
49.88166896	5.283131678	449.751	11:34.8	2.84	2.69	13.76	3.28	16.08	4.74	-1	-1	-1	-1	
49.88166518	5.28312557	449.768	11:35.3	3.26	2.7	13.89	3.37	16.08	4.85	0.86	26.6	0.7	30.9	
49.88166314	5.283120132	449.734	11:35.8	3.78	2.7	14.12	3.39	16.11	4.86	0.86	26.65	0.7	28.2	
49.88165845	5.283112303	449.756	11:36.3	4.25	2.68	14.63	3.56	17.01	5.09	1.31	28.44	0.7	23.5	
49.8816562	5.283106768	449.773	11:36.8	4.17	2.71	15.05	3.54	17.22	5.25	1.33	28.79	0.7	24.1	
49.88165346	5.283100135	449.77	11:37.3	4.45	2.7	15.39	3.66	17.13	5.49	1.32	28.64	0.7	23.3	
49.88164915	5.283091993	449.843	11:37.8	3.84	2.72	14.83	3.59	16.57	5.39	0.88	27.41	0.7	27.2	
49.8816475	5.283086163	449.85	11:38.3	3.85	2.72	14.18	3.54	16.07	5.1	1.24	26.87	0.7	24.4	
49.88164398	5.283079015	449.841	11:38.8	4.4	2.72	14.64	3.73	16.11	5.48	1.72	29.22	0.8	20.1	
49.88164169	5.283070367	449.845	11:39.3	3.73	2.76	14.33	3.5	15.98	5.41	0.85	26.43	0.7	27.8	
49.8816395	5.283065102	449.862	11:39.8	3.06	2.77	14.01	3.52	15.94	5.41	-1	-1	-1	-1	
49.88163578	5.283059482	449.897	11:40.3	3.29	2.76	14.21	3.5	15.99	5.3	0.85	26.45	0.7	29.5	
49.88163255	5.283051042	449.844	11:40.8	3.46	2.75	14	3.45	15.82	5.01	0.84	26.17	0.7	27.5	
49.88162916	5.283046107	449.857	11:41.3	3.77	2.72	14.04	3.55	16.35	5.27	0.87	27.04	0.7	28.3	
49.8816268	5.283038632	449.818	11:41.8	4.04	2.74	14.81	3.54	17.15	5.55	0.92	28.37	0.7	28.7	
49.8816229	5.283030612	449.848	11:42.3	4.43	2.75	16.02	3.77	18.05	5.99	1.39	30.18	0.7	23.4	
49.88162052	5.283025132	449.846	11:42.8	4.58	2.77	16.48	3.71	18.32	5.87	1.41	30.63	0.7	23	
49.88161828	5.283018045	449.863	11:43.3	3.87	2.79	15.74	3.46	17.85	5.07	0.95	29.52	0.7	27.9	
49.88161408	5.283010242	449.86	11:43.8	4.46	2.76	15.78	3.46	17.74	4.79	1.37	29.66	0.7	22.4	
49.88161222	5.283004292	449.883	11:44.3	4.64	2.75	15.53	3.32	17.3	4.5	1.85	31.38	0.8	20.2	
49.88160842	5.28299845	449.816	11:44.8	4.35	2.75	15.76	3.4	17.58	4.72	1.35	29.39	0.7	23	
49.88160495	5.282989613	449.831	11:45.3	4.18	2.77	15.88	3.35	17.67	4.78	0.94	29.23	0.7	28.2	
49.88160269	5.282984463	449.868	11:45.8	4.25	2.77	16.34	3.36	18.12	4.67	0.97	29.97	0.7	28.2	
49.88159894	5.282977735	449.893	11:46.3	5.36	2.76	16.84	3.42	18.33	4.66	1.96	33.25	0.8	20.6	
49.88159596	5.282968732	449.852	11:46.8	5.13	2.77	16.63	3.33	18.17	4.48	1.94	32.96	0.8	19.3	
49.88159272	5.282963405	449.844	11:47.3	4.77	2.77	16.89	3.34	18.32	4.58	1.41	30.63	0.7	24.6	
49.88159008	5.282955727	449.772	11:47.8	4.95	2.77	16.68	3.33	18.09	4.54	1.93	32.82	0.8	20.6	
49.88158623	5.282947707	449.762	11:48.3	5.37	2.75	16.96	3.36	18.27	4.64	1.95	33.14	0.8	21	
49.88158391	5.282942378	449.75	11:48.8	5.63	2.76	17.25	3.37	18.23	4.73	1.4	23.13	0.4	23.2	
49.88158219	5.282935433	449.759	11:49.3	5.5	2.77	16.84	3.35	17.72	4.63	1.37	22.48	0.4	22.7	
49.88157803	5.282928517	449.754	11:49.8	5.8	2.75	17.01	3.53	18	4.86	1.28	24.44	0.5	17.8	
49.88157625	5.282922573	449.693	11:50.3	5.82	2.76	17.01	3.48	18.21	4.8	1.3	24.72	0.5	17.2	
49.88157312	5.282916455	449.746	11:50.8	5.12	2.76	16.66	3.43	17.78	4.71	1.9	32.25	0.8	20.5	
49.88156934	5.282908907	449.767	11:51.3	3.75	2.8	15.83	3.33	17.3	4.68	0.92	28.61	0.7	28.2	
49.88156785	5.282903045	449.786	11:51.8	4.3	2.79	15.53	3.4	16.56	4.66	1.28	27.69	0.7	24.7	
49.88156426	5.282896655	449.817	11:52.3	4.99	2.77	15.47	3.51	15.67	4.73	1.21	19.88	0.4	21	
49.88156195	5.282888197	449.856	11:52.8	4.46	2.78	14.51	3.41	15.07	4.57	0.89	445.63	3.7	22.5	
49.88155925	5.282883057	449.828	11:53.3	3.08	2.79	13.81	3.38	15.01	4.59	-1	-1	-1	-1	
49.88155666	5.282875843	449.871	11:53.8	-0.79	2.9	10.1	3.15	12.92	4	-1	-1	-1	-1	
49.88155444	5.282868935	449.849	11:54.3	-0.15	2.9	10.68	3.19	12.75	4	-1	-1	-1	-1	
49.88155068	5.282864132	449.885	11:54.8	3.86	2.8	12.66	3.4	13.35	4.32	1.68	24.02	0.8	26.2	
49.88154887	5.282855712	449.9	11:55.3	4.75	2.82	12.87	3.38	13.56	4.27	0.23	16.56	0.4	18	
49.88154648	5.282850528	449.944	11:55.8	1.92	2.83	11.89	3.29	13.06	4.17	-1	-1	-1	-1	
49.88154474	5.282843237	449.905	11:56.3	1.71	2.85	11.5	3.3	12.74	4.16	-1	-1	-1	-1	
49.88154196	5.282837493	449.949	11:56.8	1.7	2.85	11.55	3.33	12.67	4.18	-1	-1	-1	-1	
49.8815386	5.282832103	450.004	11:57.3	-0.03	2.89	10.4	3.25	12.54	4.16	-1	-1	-1	-1	
49.88153648	5.282826922	449.96	11:57.8	0.19	2.89	10.44	3.25	12.03	4.12	-1	-1	-1	-1	
49.88153216	5.282822765	449.98	11:58.3	3.41	2.82	11.6	3.58	11.75	4.41	1.47	21.14	0.8	24.4	
49.88153044	5.282817758	449.978	11:58.8	3.57	2.82	11.61	3.5	11.73	4.43	0.2	14.53	0.4	19.8	
49.88152888	5.282811615	449.965	11:59.3	1.51	2.83	10.7	3.31	11.65	4.31	-1	-1	-1	-1	
49.88152585	5.282806642	449.966	11:59.8	2.32	2.81	10.8	3.47	11.67	4.62	-1	-1	-1	-1	
49.88152467	5.282800272	449.922	12:00.3	2.6	2.82	11.05	3.57	11.6	4.89	1.26	23.97	1	31.9	
49.88152387	5.282795205	449.986	12:00.8	0.76	2.85	10.45	3.4	11.53	4.83	-1	-1	-1	-1	
49.8815211	5.282790183	449.97	12:01.3	0.36	2.87	10.08	3.4	11.26	4.83	-1	-1	-1	-1	
49.88151971	5.28278769	449.98	12:01.8	0.12	2.88	9.79	3.42	10.95	4.95	-1	-1	-1	-1	
49.8815179	5.28278238	449.977	12:02.3	-0.44	2.91	9.49	3.44	10.99	4.99	-1	-1	-1	-1	
49.88151386	5.282778375	449.963	12:02.8	0.77	2.89	10.54	3.58	11.45	4.96	-1	-1	-1	-1	
49.88151163	5.282774078	449.927	12:03.3	1.66	2.85	10.94	3.48	11.71	4.59	-1	-1	-1	-1	
49.88150925	5.28276776	449.951	12:03.8	2.15	2.81	11.25	3.41	12.31	4.43	-1	-1	-1	-1	
49.88150524	5.28276049	449.974	12:04.3	3.09	2.78	12.36	3.48	13.58	4.55	0.68	24.43	0.8	25.8	
49.88150349	5.28275464	449.978	12:04.8	2.97	2.79	12.86	3.41	13.97	4.62	0.7	25.13	0.8	27.8	
49.88150029	5.282748542	449.989	12:05.3	2.96	2.79	13.26	3.45	13.88	4.7	-1	-1	-1	-1	
49.88149731	5.282740275	449.981	12:05.8	2.73	2.81	12.96	3.34	13.54	4.61	-1	-1	-1	-1	
49.88149515	5.282735342	450.009	12:06.3	2.29	2.83	12.65	3.36	13.69	4.63	-1	-1	-1	-1	
49.8814913	5.282729147	450.043	12:06.8	2.91	2.82	13.21	3.52	14.35	4.77	-1	-1	-1	-1	
49.88148941	5.282719977	450.012	12:07.3	2.8	2.83	13.27	3.4	14.31	4.49	-1	-1	-1	-1	
49.88148643	5.282715305	450.006	12:07.8	2.76	2.82	13.26	3.37	14.44	4.48	-1	-1	-1	-1	
49.88148361	5.282708348	449.974	12:08.3	3.58	2.81	14.18	3.5	14.98	4.76	0.89	444.39	3.7	26.4	
49.88148003	5.282699902	450.002	12:08.8	4.1	2.81	14.72	3.61	15.02	5.15	0.89	444.15	3.7	21.6	
49.88147748	5.282695147	450.027	12:09.3	4.11	2.83	14.7	3.76	14.73	5.72	0.87	435.58	3.7	20.4	
49.88147554	5.282686932	449.953	12:09.8	3.3	2.84	13.7	3.92	13.74	6.64	1.49	28.4	1	28.5	
49.88147139	5.282678938	449.954	12:10.3	3.52	2.88	13.8	4.67	13.59	7.73	1.48	28.09	1	28.1	
49.88146931	5.282673192	449.955	12:10.8	3.64	2.93	13.69	4.57	13.79	6.85	1.5	28.5	1	28.5	
49.8814662	5.282666922	449.927	12:11.3	2.83	2.89	12.29	3.86	12.97	5.16	1.41	26.8	1	33.4	
49.88146273	5.282658928	449.887	12:11.8	2.93	2.82	11.53	3.57	12.16	4.61	1.32	25.13	1	29.4	
49.88146091	5.282652288	449.917	12:12.3	2.21	2.81	11.07	3.42	11.78	4.28	-1	-1	-1	-1	
49.88145752	5.282645973	449.919	12:12.8	1.46	2.83	10.65	3.35	11.58	4.23	-1	-1	-1	-1	
49.88145532	5.282638055	449.858	12:13.3	1.34	2.85	10.32	3.3	11.23	4.21	-1	-1	-1	-1	
49.88145257	5.282633457	449.851	12:13.8	1.17	2.84	10.46	3.27	11.33	4.28	-1	-1	-1	-1	
49.88145013	5.282627003	449.825	12:14.3	1.65	2.84	10.84	3.34	11.69	4.27	-1	-1	-1	-1	
49.88144765	5.282620402	449.846	12:14.7	1.72	2.84	10.96	3.34	12.06	4.22	-1	-1	-1	-1	
49.88144357	5.282615395	449.872	12:15.3	2.5	2.84	11.97	3.43	12.55	4.37	-1	-1	-1	-1	
49.88144084	5.282608453	449.821	12:15.8	3.39	2.84	13.03	3.57	13.2	4.54	1.44	27.28	1	27.6	
49.88143707	5.282602295	449.822	12:16.2	3.79	2.84	13.95	3.65	14.03	4.6	1.76	25.24	0.8	25.6	
49.8814348	5.282595023	449.797	12:16.8	4.8	2.85	15.02	3.64	14.38	4.77	0.24	17.81	0.4	22.1	
49.8814321	5.282589122	449.81	12:17.3	4.19	2.86	14.42	3.72	13.84	4.73	0.23	17.14	0.4	21.7	
49.88142896	5.2825828	449.816	12:17.7	4.43	2.86	14.22	3.73	13.96	4.63	0.23	17.29	0.4	19.5	
49.88142728	5.282576088	449.847	12:18.3	3.12	2.85	13.18	3.47	13.72	4.42	1.49	28.35	1	31.7	
49.88142412	5.28256978	449.887	12:18.8	2.89	2.83	13.23	3.56	13.64	4.64	-1	-1	-1	-1	
49.88142156	5.282562597	449.878	12:19.2	3.43	2.82	13.31	3.67	13.17	4.95	1.43	27.22	1	28	
49.88141817	5.282557198	449.902	12:19.8	3.45	2.82	13.16	3.68	12.7	4.85	1.59	22.85	0.8	25.8	
49.88141462	5.282551703	449.9	12:20.3	3.61	2.8	12.96	3.67	12.43	4.9	1.56	22.36	0.8	25.5	
49.88141169	5.282544742	449.95	12:20.7	2.85	2.79	12.14	3.55	12.04	4.78	1.31	24.88	1	28.5	
49.881408	5.282538905	449.974	12:21.3	2.64	2.77	11.51	3.54	11.5	4.71	1.25	23.77	1	29.5	
49.8814061	5.282531147	449.95	12:21.8	2.12	2.78	10.74	3.43	10.6	4.53	-1	-1	-1	-1	
49.88140261	5.282525317	449.99	12:22.2	1.89	2.77	9.97	3.5	9.94	4.5	-1	-1	-1	-1	
49.88140002	5.282518078	450.004	12:22.8	1.93	2.77	9.69	3.47	9.59	4.56	-1	-1	-1	-1	
49.88139685	5.282512085	449.992	12:23.3	1.43	2.77	9.49	3.38	9.43	4.43	-1	-1	-1	-1	
49.88139328	5.282505615	450.041	12:23.7	1.03	2.79	9.32	3.34	9.84	4.46	-1	-1	-1	-1	
49.88139153	5.282498185	450.077	12:24.3	1.28	2.79	10.05	3.39	10.35	4.71	-1	-1	-1	-1	
49.88138752	5.282492193	450.023	12:24.8	2.28	2.79	11.6	3.81	11.08	5.5	-1	-1	-1	-1	
49.88138544	5.282484302	450.016	12:25.2	3.43	2.81	11.63	3.7	10.6	5.06	1.42	14.28	0.5	28.2	
49.88138256	5.282477575	450.014	12:25.8	2.61	2.79	10.89	3.51	10.43	4.65	1.13	21.56	1	28.5	
49.88137972	5.282470643	450.033	12:26.3	2.08	2.78	10.65	3.44	10.32	4.66	-1	-1	-1	-1	
49.88137793	5.28246279	450.063	12:26.8	1.29	2.81	10.18	3.36	10.02	4.5	-1	-1	-1	-1	
49.8813739	5.282457342	450.091	12:27.3	1.35	2.8	9.88	3.41	9.65	4.56	-1	-1	-1	-1	
49.88137156	5.282450485	450.071	12:27.8	1.53	2.81	9.45	3.38	9.37	4.32	-1	-1	-1	-1	
