Latitude	Longitude	Altitude	Time	Cond.1[mS/m]	Inph.1[ppt]	Cond.2[mS/m]	Inph.2[ppt]	Cond.3[mS/m]	Inph.3[ppt]	Inv.Cond.1[mS/m]	Inv.Cond.2[mS/m]	Inv.Thick [m]	Inv.RMS[%]	Note
49.88154328	5.283181312	448.259	27:36.5	8.62	2.74	22.53	3.83	23.45	5.64	2.07	30.44	0.4	18.5	
49.88154152	5.283174308	448.272	27:37.0	8.13	2.75	21.76	3.93	23.31	5.67	1.86	31.04	0.5	13.3	
49.88153883	5.283170318	448.239	27:37.5	8.09	2.76	22.42	3.7	24.14	5.65	2.53	39.04	0.7	17.2	
49.88153673	5.283163537	448.228	27:38.0	7.45	2.79	23.06	3.74	24.75	5.82	2.6	40.03	0.7	17.4	
49.88153348	5.283157852	448.222	27:38.5	4.95	2.9	21.4	3.42	24.32	5.76	1.02	522.22	3.3	25	
49.88153124	5.283154637	448.257	27:39.0	6.46	2.88	22.13	3.57	24.41	5.71	1.03	527.84	3.3	19.3	
49.88152955	5.283147267	448.254	27:39.5	6.32	2.88	22.26	3.74	24.13	5.92	1.01	521.79	3.3	19.4	
49.88152665	5.283143098	448.207	27:40.0	5.82	2.9	20.56	3.62	22.66	5.51	0.95	490	3.3	18.5	
49.88152507	5.283138993	448.259	27:40.5	8.23	2.83	22	3.9	23.05	5.55	2.03	29.92	0.4	17.9	
49.88152375	5.283130508	448.253	27:41.0	9.15	2.81	22.62	4.02	23.19	5.68	2.24	29.13	0.4	14.4	
49.88152071	5.283125325	448.239	27:41.6	8.58	2.79	20.69	3.98	21.13	5.52	2.04	26.54	0.4	15	
49.88151896	5.28311968	448.24	27:42.0	8.16	2.81	19.34	4.03	20.56	5.59	1.9	26.25	0.5	10.8	
49.88151621	5.283111662	448.229	27:42.5	7.74	2.76	19.2	3.71	21.05	5.45	1.68	28.03	0.5	13.6	
49.8815131	5.283106283	448.226	27:43.0	6.34	2.76	18.82	3.67	20.97	5.43	2.2	33.91	0.7	16.6	
49.88151109	5.283100262	448.248	27:43.5	6.34	2.76	18.63	3.89	20.85	5.7	2.19	33.72	0.7	16.3	
49.88150687	5.283094327	448.222	27:44.0	5.67	2.77	18.08	3.73	20.34	5.69	1.45	30.84	0.6	19.6	
49.88150443	5.283087458	448.214	27:44.5	6.59	2.74	18.58	3.89	20.38	6.02	2.14	32.96	0.7	16.4	
49.88150229	5.283082135	448.195	27:45.0	7.05	2.73	18.83	3.79	20.79	5.77	1.66	27.68	0.5	14	
49.88149858	5.28307487	448.216	27:45.5	6.02	2.76	18.08	3.72	20.42	5.37	1.46	30.96	0.6	20.6	
49.88149597	5.283067448	448.211	27:46.0	5.65	2.77	18.08	3.83	20.56	5.59	1.47	31.18	0.6	20.4	
49.88149309	5.283063612	448.207	27:46.5	6.38	2.75	18.16	3.87	20.76	5.57	2.18	33.57	0.7	16.6	
49.8814906	5.283054627	448.213	27:47.0	6.16	2.75	18.61	4.07	21.04	5.86	1.5	31.9	0.6	20.2	
49.88148791	5.283048257	448.193	27:47.5	5.49	2.76	18.09	3.86	20.47	5.89	1.46	31.04	0.6	21.1	
49.88148601	5.283043938	448.228	27:48.0	4.81	2.79	17.52	3.76	20.14	5.88	1.55	33.67	0.7	25.6	
49.88148379	5.283034697	448.21	27:48.5	5.35	2.81	18	3.94	20.96	6.26	0.88	453.24	3.3	19.5	
49.88148028	5.283029552	448.227	27:49.0	4.9	2.85	17.57	3.83	20.58	5.89	0.86	441.91	3.3	25.3	
49.8814787	5.283023608	448.201	27:49.5	5.62	2.84	17.82	3.89	20.62	5.63	1.47	31.27	0.6	21.2	
49.88147517	5.283016478	448.233	27:50.0	5.64	2.85	18.15	3.81	20.79	5.66	1.48	31.53	0.6	21	
49.88147297	5.283010678	448.285	27:50.5	5.09	2.87	18.38	3.74	20.36	5.67	0.86	440.27	3.3	18.7	
49.88147152	5.2830049	448.277	27:51.0	5.5	2.88	18.83	3.87	20.48	5.96	1.46	31.06	0.6	21.7	
49.88146754	5.282999337	448.27	27:51.5	6.01	2.88	18.49	3.89	19.99	5.55	1.42	27.14	0.5	18.9	
49.88146554	5.28299281	448.252	27:52.0	5.98	2.83	17.81	3.77	19.74	5.28	1.4	26.8	0.5	17.8	
49.88146304	5.282988387	448.251	27:52.5	6.07	2.83	17.67	3.78	19.58	5.29	1.39	26.58	0.5	17	
49.88145996	5.28298243	448.298	27:53.0	4.58	2.87	16.8	3.5	18.74	4.89	1.44	31.33	0.7	23.8	
49.88145804	5.282975848	448.279	27:53.5	3.88	2.9	16.61	3.56	18.67	5.02	1	30.88	0.7	29.3	
49.88145524	5.282971373	448.281	27:54.0	3.92	2.93	15.71	3.49	17.66	4.75	0.94	29.21	0.7	26.7	
49.8814531	5.28296266	448.304	27:54.5	4.87	2.92	15.52	3.7	17.11	4.69	1.83	31.04	0.8	18.9	
49.88145015	5.282956955	448.283	27:55.0	4.42	2.93	15.07	3.58	16.89	4.72	1.3	28.24	0.7	23.3	
49.88144747	5.282952583	448.328	27:55.5	3	2.95	14.48	3.54	16.46	4.74	-1	-1	-1	-1	
49.88144459	5.28294412	448.312	27:56.0	3.19	2.93	14.4	3.71	16.3	5.04	-1	-1	-1	-1	
49.88144168	5.282939475	448.296	27:56.5	4.44	2.91	14.33	3.94	16.03	5.04	1.71	29.08	0.8	19.1	
49.88143939	5.282932603	448.261	27:57.0	4.16	2.98	14.43	4.08	15.78	5.26	1.22	26.38	0.7	24.7	
49.8814361	5.282925208	448.294	27:57.5	3.59	2.9	13.9	3.78	15.72	5.27	0.84	26	0.7	27.2	
49.88143365	5.282921265	448.34	27:58.0	1.52	2.96	12.79	3.46	14.74	4.77	-1	-1	-1	-1	
49.88143185	5.282914562	448.317	27:58.5	1.16	2.98	12.17	3.44	14.3	4.69	-1	-1	-1	-1	
49.88142792	5.282909673	448.277	27:59.0	1.06	2.98	11.82	3.42	13.91	4.59	-1	-1	-1	-1	
49.88142628	5.28290565	448.266	27:59.5	0.88	2.97	11.41	3.41	13.6	4.46	-1	-1	-1	-1	
49.88142471	5.282899445	448.31	28:00.0	1.43	2.95	11.92	3.5	13.86	4.63	-1	-1	-1	-1	
49.88142093	5.282893595	448.278	28:00.5	2.22	2.93	12.13	3.6	13.8	4.7	-1	-1	-1	-1	
49.88141898	5.28288816	448.261	28:01.0	3.09	2.93	12.57	3.87	14.15	4.98	0.71	25.45	0.8	26	
49.88141607	5.282881588	448.265	28:01.5	2.55	2.91	12.43	3.78	14.52	5.22	-1	-1	-1	-1	
49.88141301	5.282874748	448.299	28:02.0	1.77	2.93	12.19	3.72	14.19	5.15	-1	-1	-1	-1	
49.8814118	5.282869035	448.341	28:02.5	3.23	2.91	12.82	4.03	14.26	5.2	0.72	25.65	0.8	25.5	
49.88140892	5.282863092	448.341	28:03.0	3.59	2.95	12.92	3.97	13.99	5.07	0.82	23.41	0.8	22.6	
49.88140606	5.28285539	448.343	28:03.5	3.27	2.95	12.71	3.86	13.98	4.91	0.7	25.15	0.8	26.8	
49.88140386	5.282850215	448.341	28:04.0	2.22	2.94	12.32	3.75	14.23	4.94	-1	-1	-1	-1	
49.88140031	5.282845193	448.336	28:04.5	2.19	2.94	12.39	3.7	13.82	4.83	-1	-1	-1	-1	
49.88139778	5.282836205	448.323	28:05.0	2.92	2.92	12.28	3.83	13.41	4.81	0.67	24.12	0.8	26.6	
49.88139491	5.282831815	448.286	28:05.5	3.39	2.93	12.26	3.81	13.59	4.82	0.8	22.74	0.8	21.5	
49.88139265	5.282825095	448.259	28:06.0	2.95	3	12.48	3.96	13.48	4.9	0.68	24.25	0.8	26.8	
49.88138987	5.28281685	448.308	28:06.5	2.29	2.93	11.91	3.77	13.37	4.97	-1	-1	-1	-1	
49.88138768	5.282812613	448.364	28:07.0	1.78	2.93	11.66	3.67	13.16	4.8	-1	-1	-1	-1	
49.88138535	5.282804222	448.402	28:07.5	2.66	2.92	11.8	3.99	13.08	4.8	-1	-1	-1	-1	
49.88138187	5.28279941	448.37	28:08.0	3.24	2.93	11.76	3.87	12.81	4.82	0.75	21.44	0.8	21.5	
49.88137996	5.282794673	448.334	28:08.5	2.46	2.94	11.48	3.8	12.31	4.74	-1	-1	-1	-1	
49.88137785	5.282787822	448.375	28:09.0	2.76	2.93	11.27	3.87	12.78	4.81	0.64	22.99	0.8	26.1	
49.88137382	5.282781113	448.384	28:09.5	2.91	2.91	11.52	3.83	12.95	4.87	0.65	23.3	0.8	24.5	
49.88137248	5.282774553	448.373	28:10.0	2.83	2.9	11.66	4.04	13.24	5.05	0.66	23.82	0.8	26.7	
49.881369	5.282767197	448.351	28:10.5	2.55	2.88	11.43	3.85	12.86	5.04	-1	-1	-1	-1	
49.88136603	5.282759678	448.313	28:11.0	2.61	2.9	11.63	3.89	13.36	4.9	-1	-1	-1	-1	
49.88136447	5.282753907	448.366	28:11.5	2.86	2.89	12.43	3.95	14.84	5.68	0.18	26.31	0.8	27.8	
49.8813609	5.282747978	448.334	28:12.0	7.08	2.89	16.4	4.8	13.23	9.97	0.33	15.83	0.2	16.8	
49.88135879	5.28274034	448.323	28:12.5	29.69	3.13	11.19	7.37	14.43	12.74	360.41	10.09	0.1	15.9	
49.88135558	5.282733873	448.323	28:13.0	-4.18	3.18	13.48	5.71	17.95	7.83	-1	-1	-1	-1	
49.88135285	5.282727238	448.353	28:13.5	39.92	2.82	14.18	3.87	15.67	4.46	279.34	10.78	0.1	12.5	
49.88135103	5.2827229	448.36	28:14.0	36.46	2.66	15.03	3.49	14.33	4.24	343.63	10.19	0.1	10	
49.88134802	5.282719357	448.388	28:14.5	4.67	2.84	12.63	3.58	13.31	4.46	0.22	16.26	0.4	17.8	
49.88134736	5.282714292	448.375	28:15.0	2.52	2.88	12.76	3.79	13.56	4.73	-1	-1	-1	-1	
49.88134564	5.282712352	448.371	28:15.5	-82.55	3.51	10.73	3.92	13.27	4.91	-1	-1	-1	-1	
49.88134336	5.282710767	448.411	28:16.0	0.82	2.97	11.39	3.5	13.28	4.56	-1	-1	-1	-1	
49.88134294	5.28270956	448.395	28:16.5	-10.74	3.02	9.8	3.83	12.96	4.84	-1	-1	-1	-1	
49.88134271	5.282710195	448.421	28:17.0	3.92	2.9	12.23	3.64	13.38	4.67	1.34	25.41	0.9	19.6	
49.88134273	5.282710408	448.427	28:17.5	1.66	2.93	11.36	3.55	12.85	4.57	-1	-1	-1	-1	
49.88134296	5.282707132	448.39	28:18.0	1.9	2.92	11.73	3.72	13.36	4.83	-1	-1	-1	-1	
49.88134247	5.282701858	448.4	28:18.5	2.1	2.91	11.98	3.82	13.63	5.02	-1	-1	-1	-1	
49.88133976	5.282697855	448.409	28:19.0	2.86	2.9	12.03	3.84	13.2	5	0.66	23.75	0.8	26.5	
49.88133708	5.282691538	448.425	28:19.5	2.97	2.92	11.47	4.06	12.78	4.97	0.64	22.99	0.8	25.7	
49.88133519	5.282687213	448.432	28:20.0	2.63	2.89	11.42	3.96	12.96	5.01	0.65	23.31	0.8	28.4	
49.88133263	5.282682167	448.451	28:20.5	1.36	2.92	11.14	3.69	12.8	4.86	-1	-1	-1	-1	
49.88133196	5.282674905	448.433	28:21.0	2.28	2.9	11.33	3.81	12.91	4.79	-1	-1	-1	-1	
49.88132953	5.28266839	448.442	28:21.5	2.71	2.9	11.56	3.89	13.3	4.93	0.67	23.93	0.8	28.8	
49.88132777	5.282662147	448.45	28:22.0	2.72	2.89	11.95	3.85	13.1	5.01	0.66	23.57	0.8	28	
49.88132487	5.282653857	448.487	28:22.5	2.53	2.89	11.75	3.89	12.74	5.18	-1	-1	-1	-1	
49.88132221	5.282650318	448.536	28:23.0	1.91	2.91	11.22	3.76	12.5	5.1	-1	-1	-1	-1	
49.88131963	5.282643635	448.512	28:23.5	3.21	2.92	11.87	4.12	13.04	5.43	0.76	21.82	0.8	22	
49.88131498	5.282638187	448.484	28:24.0	3.41	2.88	11.96	3.93	13.32	5.43	0.78	22.29	0.8	21.4	
49.88131258	5.28263371	448.472	28:24.5	2.44	2.9	12.06	3.9	13.77	5.42	-1	-1	-1	-1	
49.88130979	5.28262662	448.513	28:25.0	0.56	2.95	11.43	3.68	13.46	5.35	-1	-1	-1	-1	
49.88130559	5.282620713	448.57	28:25.5	-0.84	3.03	10.18	3.43	12.53	4.98	-1	-1	-1	-1	
49.88130431	5.282615875	448.54	28:26.0	2.02	2.95	11.3	3.9	12.78	4.93	-1	-1	-1	-1	
49.88130169	5.282609723	448.5	28:26.5	2.35	2.91	11.41	3.9	12.95	4.86	-1	-1	-1	-1	
49.88129886	5.282604452	448.481	28:26.9	3.13	2.91	11.89	3.85	13.18	4.75	0.66	23.71	0.8	26.7	
49.8812973	5.28259731	448.509	28:27.5	2.67	2.92	12.12	3.81	13.64	4.78	-1	-1	-1	-1	
49.88129403	5.282591858	448.462	28:28.0	2.95	2.9	12.37	3.81	14	4.91	0.7	25.18	0.8	27.4	
49.88129171	5.282584797	448.465	28:28.4	3.34	2.94	12.81	4.16	14.25	5.13	0.72	25.63	0.8	26.6	
49.88128888	5.28257832	448.496	28:29.0	3.7	2.91	12.77	4.01	13.95	5.31	0.82	23.34	0.8	23.4	
49.88128606	5.282573653	448.556	28:29.5	3.11	2.92	12.27	4	13.83	5.2	0.69	24.88	0.8	25	
49.88128409	5.282565967	448.485	28:29.9	2.7	2.96	12.67	4.14	14.49	5.53	-1	-1	-1	-1	
49.88128042	5.282559772	448.459	28:30.5	2.77	2.93	12.59	3.97	14.92	5.47	-1	-1	-1	-1	
49.88127821	5.28255295	448.406	28:31.0	3.66	2.94	13.18	4.12	14.74	5.18	1.14	24.64	0.7	23.5	
49.88127578	5.282547278	448.424	28:31.4	4.05	2.94	12.86	3.94	13.83	4.91	1.39	26.27	0.9	20.3	
49.88127204	5.282542243	448.466	28:32.0	3.3	2.93	12.67	3.87	13.97	4.95	0.7	25.13	0.8	27	
49.88126976	5.28253527	448.462	28:32.5	2.34	2.92	12.44	3.87	14.3	5.19	-1	-1	-1	-1	
49.88126686	5.282529627	448.442	28:33.0	2.43	2.91	12.46	3.87	14.64	5.01	-1	-1	-1	-1	
49.88126423	5.282523882	448.441	28:33.5	3.37	2.9	13.28	3.8	14.44	5.08	0.77	23.88	0.7	29.2	
49.88126193	5.282516722	448.488	28:34.0	3.96	2.88	13.36	4.08	14.57	5.28	1.55	26.43	0.8	21.2	
49.88125893	5.282511595	448.532	28:34.5	2.47	2.89	12.43	3.93	13.96	5.34	-1	-1	-1	-1	
49.88125638	5.282505522	448.539	28:35.0	-1.14	3.02	9.9	3.33	12.33	4.69	-1	-1	-1	-1	
49.88125456	5.282501483	448.513	28:35.5	0.74	2.98	10.76	3.52	12.68	4.85	-1	-1	-1	-1	
49.88125156	5.282497852	448.466	28:35.9	3.2	2.9	12.16	3.7	12.98	4.92	0.76	21.72	0.8	22.8	
49.88125005	5.282490523	448.453	28:36.5	2.86	2.9	12.09	3.64	12.74	4.81	1.39	26.33	1	32.2	
49.88124774	5.282487053	448.434	28:37.0	2.48	2.91	11.86	3.65	12.65	4.85	-1	-1	-1	-1	
49.8812451	5.282483205	448.467	28:37.4	1.34	2.94	10.91	3.48	11.83	4.56	-1	-1	-1	-1	
49.88124365	5.28247687	448.37	28:38.0	2.72	2.88	11.44	3.79	12.22	4.9	0.61	21.98	0.8	26	
49.88124149	5.282472007	448.367	28:38.5	2.29	2.89	11.1	3.73	12.21	4.9	-1	-1	-1	-1	
49.88123849	5.282467583	448.383	28:38.9	2.62	2.88	11.2	3.78	12.25	4.92	0.61	22.04	0.8	26.6	
49.88123688	5.282459762	448.372	28:39.5	2.69	2.89	11.8	3.89	12.95	4.98	0.65	23.3	0.8	27.9	
49.8812342	5.282454773	448.362	28:40.0	2.3	2.92	11.76	3.65	13.02	4.94	-1	-1	-1	-1	
49.8812312	5.282448772	448.31	28:40.5	2.2	2.92	12.04	3.6	13.67	5.09	-1	-1	-1	-1	
49.8812283	5.282441777	448.395	28:41.0	1.67	2.94	11.83	3.61	13.34	5.14	-1	-1	-1	-1	
49.88122459	5.282439537	448.383	28:41.5	1.89	2.93	11.67	3.56	12.81	4.95	-1	-1	-1	-1	
49.88122315	5.282436407	448.391	28:42.0	1.42	2.94	11.59	3.45	12.52	4.8	-1	-1	-1	-1	
49.88122108	5.282429917	448.422	28:42.5	0.06	2.99	11.13	3.42	12.35	4.91	-1	-1	-1	-1	
49.88122066	5.282428337	448.468	28:43.0	-0.38	3.03	10.45	3.36	11.92	4.67	-1	-1	-1	-1	
49.88121789	5.282425707	448.444	28:43.4	-0.57	3.04	10.22	3.37	11.83	4.75	-1	-1	-1	-1	
49.88121576	5.282423205	448.559	28:44.0	-1.13	3.06	9.19	3.39	11.15	4.39	-1	-1	-1	-1	
49.88121495	5.282419718	448.517	28:44.5	0.35	3.03	10.7	3.4	11.65	4.58	-1	-1	-1	-1	
49.88121357	5.282412505	448.545	28:44.9	-1.22	3.06	9.08	3.4	11.19	4.43	-1	-1	-1	-1	
49.88121025	5.282409965	448.553	28:45.5	-1.74	3.08	8.17	3.42	10.61	4.23	-1	-1	-1	-1	
49.88120929	5.282407715	448.621	28:46.0	0.88	3.04	10.65	3.39	11.67	4.37	-1	-1	-1	-1	
49.88121055	5.282403102	448.538	28:46.4	3.02	2.95	12.47	3.52	13.29	4.74	0.67	23.91	0.8	26.6	
49.88120989	5.282400078	448.563	28:47.0	2.61	2.95	12.58	3.47	12.95	4.67	-1	-1	-1	-1	
49.88120625	5.28239708	448.565	28:47.5	2.42	2.98	12.51	3.44	12.44	4.66	-1	-1	-1	-1	
49.8812047	5.282394958	448.541	28:48.0	2.07	3	12.01	3.45	11.73	4.59	-1	-1	-1	-1	
49.88120328	5.282390045	448.517	28:48.5	2.55	2.99	13.03	3.53	12.81	5	-1	-1	-1	-1	
49.88120274	5.282387753	448.564	28:49.0	1.66	3.02	12.62	3.5	12.94	4.92	-1	-1	-1	-1	
49.88120125	5.282386155	448.507	28:49.5	3	2.99	13.19	3.59	13.48	5.04	1.47	27.86	1	31.8	
49.881199	5.282383235	448.533	28:50.0	2.69	2.99	12.84	3.53	13.32	4.81	-1	-1	-1	-1	
49.88119703	5.282376728	448.508	28:50.5	1.16	3.03	12.32	3.5	13.39	4.82	-1	-1	-1	-1	
49.88119589	5.282372632	448.598	28:51.0	-1.35	3.08	9.3	3.49	11.81	4.44	-1	-1	-1	-1	
49.88119385	5.282366387	448.622	28:51.5	-2.48	3.1	6.81	3.54	9.64	4.2	-1	-1	-1	-1	
49.88119407	5.282364567	448.634	28:52.0	-2	3.1	7.28	3.57	9.03	4.38	-1	-1	-1	-1	
49.88119488	5.28236083	448.567	28:52.4	1.81	3.07	9.72	3.54	9.74	4.6	-1	-1	-1	-1	
49.88119152	5.282353747	448.549	28:53.0	4.68	3.03	10.23	3.49	9.66	4.42	0.34	10.72	0.3	10.3	
49.8811925	5.282350842	448.471	28:53.5	7.48	2.98	11.53	3.38	9.8	4.11	1.5	10.3	0.1	9.2	
49.88119189	5.282348072	448.491	28:54.0	6	3	10.78	3.44	9.48	4.24	0.56	10.41	0.2	8.7	
49.88119	5.282346155	448.601	28:54.5	3.17	3.03	11.18	3.38	9.51	4.2	0.11	12.02	0.4	27.3	
49.88118997	5.28234697	448.585	28:55.0	1.2	3.06	10.07	3.38	8.94	4.01	-1	-1	-1	-1	
49.88119099	5.282344625	448.541	28:55.4	1.82	3.05	10.68	3.4	9.16	4.13	-1	-1	-1	-1	
49.88119108	5.282342905	448.516	28:56.0	3.52	3.03	11.15	3.46	9.5	4.28	1.57	12.23	0.5	25	
49.88119065	5.282342868	448.532	28:56.4	4.46	3.02	10.68	3.49	9.39	4.22	0.22	10.87	0.3	14.5	
49.88118994	5.282340275	448.5	28:56.9	5.49	3.01	10.38	3.56	9.38	4.31	0.33	10.52	0.2	11.9	
49.88118845	5.282339608	448.468	28:57.5	5	3.02	9.74	3.59	9.08	4.32	0.32	10.19	0.2	12.4	
49.88118743	5.28233874	448.437	28:57.9	7.41	3	9.54	3.62	9.5	4.33	2.58	9.42	0.2	3	
49.88118774	5.28233742	448.388	28:58.4	10.83	3.02	8.92	3.63	10	4.32	51.25	8.74	0.1	5.5	
49.88118785	5.282335958	448.335	28:59.0	13.73	3.1	7.24	3.68	10.27	4.33	138.43	7.65	0.1	16	
49.88118752	5.282335282	448.301	28:59.4	14.18	3.16	6.75	3.61	10.27	4.27	195.83	7.22	0	21	
49.88118733	5.282334442	448.229	29:00.0	11.95	3.11	9.03	3.49	10.82	4.19	77.22	8.96	0	10.7	
49.88118567	5.282332665	447.897	29:00.5	11.23	2.99	14.62	3.39	13.6	4.28	2.16	14.45	0.1	9.4	
49.88118553	5.282330838	447.848	29:00.9	12.22	2.98	20.82	3.56	17.66	4.79	1.57	19.37	0.2	9.7	
49.88118494	5.282330153	447.87	29:01.5	8.85	3.03	21.85	3.61	18.93	4.87	2.92	23.23	0.4	19	
49.88118419	5.282331523	447.817	29:02.0	6.56	3.1	21.94	3.8	18.36	5.12	1.52	23.84	0.4	29.4	
49.88118407	5.282330405	447.77	29:02.4	11.99	3.13	28.55	4	18.55	5.42	0.55	24.74	0.2	23.2	
49.88118387	5.282325325	447.611	29:03.0	62.69	3.32	47.8	4.43	2.19	4.32	-1	-1	-1	-1	
49.88118425	5.282322542	447.658	29:03.5	130.16	3.05	61.32	3.52	-19.99	0.5	-1	-1	-1	-1	
49.88118373	5.28232223	447.692	29:03.9	126.1	3.54	43.93	3.01	-39.22	-4.17	-1	-1	-1	-1	
49.88118079	5.282322962	447.653	29:04.4	56.77	3.32	49.31	5.01	0.3	4.94	-1	-1	-1	-1	
49.88117801	5.28232048	447.653	29:05.0	44.24	3.31	52.85	6.47	10.18	6.13	-1	-1	-1	-1	
49.8811762	5.282313185	447.883	29:05.4	72.65	3.69	78.27	8.04	11.13	8.25	-1	-1	-1	-1	
49.88117528	5.28231267	447.98	29:06.0	56.45	3.62	81.08	7.43	14.14	10.68	-1	-1	-1	-1	
49.88117257	5.28231142	448.018	29:06.5	43.03	3.48	63.73	6.68	19.35	9.49	73.07	1.03	0.7	30.3	
49.88117066	5.282306763	447.981	29:06.9	61.63	3.74	70.65	9.55	14.75	7.5	-1	-1	-1	-1	
49.88116853	5.28230276	448.083	29:07.4	38.31	3.67	58.44	7.09	21.33	4.76	57.16	0.81	0.8	28.9	
49.88116527	5.282301313	448.094	29:08.0	25.04	3.34	43.63	4.11	20.5	1.63	37.29	2.24	1.5	29.6	
49.88116369	5.282297888	448.098	29:08.4	29.7	3.17	42.32	4.04	17.06	5.38	46.32	0.81	0.8	24.1	
49.88116177	5.282293812	448.13	29:09.0	31.93	3.26	42.59	5.66	15.45	8.54	47.81	3.21	0.7	28.4	
49.88115846	5.282293388	448.134	29:09.5	20.4	3.29	36.33	5.41	19.96	7.28	4.38	26.74	0.1	22.4	
49.88115655	5.282292432	448.143	29:09.9	22.6	3.28	40.56	4.92	25.08	6.09	2.21	32.66	0.1	18.4	
49.88115306	5.282290948	448.14	29:10.5	35.42	3.33	55.55	6.19	18.59	9	62.27	0.88	0.8	33.9	
49.88115109	5.282292775	448.155	29:11.0	41.05	3.47	56.96	8.32	3.99	12.91	-1	-1	-1	-1	
49.88114981	5.282296625	448.142	29:11.4	38.96	3.65	51.68	8.55	8.78	12.91	-1	-1	-1	-1	
49.88114715	5.282298135	448.104	29:11.9	56.19	3.7	54.97	6.1	12.93	8.12	123.12	1.08	0.3	28.5	
49.88114495	5.282299132	448.13	29:12.5	80.08	3.43	48.62	5.99	7.53	9.66	-1	-1	-1	-1	
49.88114697	5.282301032	448.086	29:12.9	109.87	3.94	53.5	6.38	16.67	9.95	254.87	0.99	0.2	13.2	
49.88114903	5.282303805	448.122	29:13.4	77.91	3.92	58.81	7.23	24.17	12.4	124.06	1.02	0.4	13.8	
49.88114945	5.282308165	448.06	29:14.0	55.97	3.64	60.86	8.19	30.07	17.01	74.37	4.39	0.8	15.7	
49.88115067	5.282312068	448.053	29:14.4	51.76	3.76	66.16	10.09	28.77	19.93	68.24	0.86	0.9	20.4	
49.88115335	5.282313663	448.05	29:15.0	46.9	3.74	66.37	10.43	23.53	19.62	70.47	0.89	0.8	25.2	
49.8811542	5.28231459	448.082	29:15.5	36.48	3.66	62.26	9.6	21.91	19.18	52.83	0.83	0.9	32.5	
49.88115427	5.28231599	448.069	29:15.9	33.66	3.64	60.73	9.41	21.12	18.49	50.92	0.8	0.9	31.7	
49.88115376	5.282318148	448.074	29:16.5	43.67	3.75	63.15	9.83	18.51	16.78	74.62	0.99	0.6	36.5	
49.88115492	5.282318987	448.063	29:17.0	48.12	3.8	64.26	9.9	16.17	16.13	83.88	0.86	0.5	35.1	
49.88115682	5.282319507	448.064	29:17.4	32.91	3.66	56.89	8.68	18.74	15.23	57.88	0.89	0.8	35.2	
49.88115759	5.282321543	447.96	29:17.9	39.69	3.67	48.7	8.57	21.03	11.13	61.84	3.89	0.7	19.8	
49.88115871	5.282324927	447.541	29:18.5	110.77	4.46	35.46	7.7	16.28	5.21	437.21	3.67	0.1	3.2	
49.88115993	5.282328927	447.557	29:18.9	89.19	3.34	66.59	3.87	28.98	4.14	134.29	0.86	0.5	10.7	
49.88116183	5.282329368	447.578	29:19.4	47.43	3.17	42.02	4.36	18.4	6.36	71.89	5.89	0.5	15.1	
49.88116425	5.2823278	447.623	29:20.0	42.47	3.04	37.64	3.8	19.13	5.94	61.81	5.1	0.5	11.3	
49.88116413	5.282330627	447.626	29:20.4	41.36	3.11	35.2	4.12	20.19	6.35	54.7	5.03	0.6	9.5	
49.88116494	5.282332613	447.629	29:20.9	42.71	3.02	30.79	4.69	18.05	7.64	55	1.07	0.6	8.6	
49.881167	5.282335815	447.73	29:21.5	32.76	3.2	32.78	5.07	20.23	7.46	40.18	4.68	0.9	9.5	
49.88116724	5.2823416	447.909	29:21.9	14.2	3.17	22.03	4.49	17.41	6.21	1.86	19.92	0.2	11.2	
49.88116613	5.282346313	448.115	29:22.4	13.27	3.06	12.52	4.42	14.17	5.94	11.86	14.23	0.8	4.8	
49.88116608	5.282347248	448.126	29:23.0	15.91	3.03	6.8	4.35	12.64	5.93	213.32	8.78	0	22.9	
49.88116616	5.282345583	448.184	29:23.4	9.46	3.09	14.48	4.08	14.35	5.73	1.08	15.13	0.2	6.7	
49.88116699	5.282346113	448.299	29:23.9	6.48	3.09	12.45	3.88	12.15	5.35	0.61	13.22	0.3	7.7	
49.8811672	5.28234762	448.314	29:24.5	4.4	3.09	11.2	3.78	11.02	5.1	1.11	13.46	0.4	14.1	
49.88116788	5.28235195	448.509	29:24.9	6.72	3.05	12.64	3.95	12.18	5.63	0.61	13.25	0.3	7	
49.88116949	5.282351182	448.561	29:25.4	4.26	3.06	13.77	3.77	12.81	5.4	1.71	17.26	0.5	29.4	
49.88117063	5.282350842	448.577	29:25.9	1.75	3.08	11.42	3.62	11.56	4.85	-1	-1	-1	-1	
49.88117248	5.282356418	448.631	29:26.4	1.32	3.08	10.89	3.61	11.84	4.99	-1	-1	-1	-1	
49.88117445	5.282356997	448.881	29:26.9	0.6	3.08	10.54	3.59	11.71	4.87	-1	-1	-1	-1	
49.88117473	5.282357263	448.958	29:27.4	0.74	3.06	10.56	3.59	11.65	4.69	-1	-1	-1	-1	
49.88117394	5.28235958	448.954	29:27.9	2.31	3.02	12.23	3.74	12.82	5.01	-1	-1	-1	-1	
49.88117496	5.282361257	448.923	29:28.4	2.64	3.02	12.69	3.83	13.34	5.29	-1	-1	-1	-1	
49.88117634	5.282362255	448.904	29:28.9	4.25	3.02	14.22	3.83	14.24	5.42	1.79	25.62	0.8	25.8	
